,review_id,user_id,business_id,stars,useful,funny,cool,text,date
2371119,H7mAukrkPgfIDyL8_yn0bw,WadR9priMWa_HdwY8BhjwQ,RESDUcs7fIiihp38-d6_6g,5,2,0,0,"Best buffet as of March 2014. Beats Wicked Spoon and others.

Aguas Frescas!
Street Tacos!

The desserts are amazing including the gelato, sorbet, and molten chocolate cake.",2014-04-01 01:23:42
2371238,Ls_yxqGw1Uo_YXY6J2kfHw,sLWBf4RDpmU2qWT_9bUtDQ,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"We tried Bacchanal for lunch on a Wednesday. In our party we had 3 Adults, 1- 8 yo, 1-3yo (she was free!!). We waited in line for about 10-15min. We were seated at a nice large round table. 

On arrival- the food lines/presentations seemed never ending! Almost overwhelming! Everything we tried- we loved. Highly recommend... Everything!! The prime rib was succulent, melted in your mouth. The brisket was moot and tasty. All the seafood was sooooo fresh. They had fresh squeezed fruit juices. 

We loved all the desserts. From ice cream, cakes, brownies, cookies, cupcakes and made to order crepes & soufflés.

There truly wasn't anything we didn't like. Everything was so fresh and tasty!!

Can't wait to go back!!",2013-02-21 21:56:09
2371349,7aYfSp52nU6UbZbeRZ2c-g,ic-tyi1jElL_umxZVh8KNA,RESDUcs7fIiihp38-d6_6g,1,0,0,0,"Food is fine, better than most buffets. 
When I read about the wait, I doubted it, they were right! 80, 90 minutes minimum. 
Food ain't that good! One line after another, for overpriced food. 
Don't waste the cash on BUFFET OF BUFFETS PASS, that many lines and cost isn't worth it!  Bacchanal is slow,  old hostess was rude. Too pricey.",2015-07-16 07:53:22
2371381,nb6KNON8Rulne5Dkm7tIMQ,5UtrlKrpROenKBYvJeM-BA,RESDUcs7fIiihp38-d6_6g,5,3,1,1,"Amazing Buffet! Went at 4:30ish on a Thursday and barely had to wait in line! 

The food was excellent and everyone was so nice! My favorite was the seafood station! The king crab and lobster chowder!!! OMG!

The best carne asada tacos I've ever had! (and I'm from socal)",2013-04-10 16:59:04
2371495,q80yQsWL-6HI784psNezcw,zrr4djursPdVg3-DjZGHaQ,RESDUcs7fIiihp38-d6_6g,5,0,1,1,If this is what heaven is like then I'm going to try my hardest to get there.  The crab legs and oysters were so fresh. I think I had 5 full plates by myself. The dessert bar was beyond amazing (i'm not much of a dessert person either). I don't think I even ate half the stuff there.  Can't wait to come back to try the half.,2014-02-05 18:58:17
2371523,3E-veULTideeb5cKHS9S6Q,Kc48ucx2uRuxAq87X1a0Ng,RESDUcs7fIiihp38-d6_6g,4,1,0,0,Best buffet now in Vegas but don't like kiosk system for reservation you still have to wait in line and I just prefer to go when I choose and wait in long line.,2015-08-19 07:15:27
2371551,Bk4vAShzN74OV_v0LcKXZA,BeWDEj2Lj9L31HtFfZGn1w,RESDUcs7fIiihp38-d6_6g,5,1,0,0,"I'm a little torn between 4 and 5 stars but overall you are going to visit a good buffet if you come here. A lot of the posts says you wait a long time when you come, which is prolly true in a lot of cases and probably for dinner, but I guess we got lucky. We came at about 10:35 and got to the cashier at about 10:50. I'm not sure we could have timed it any better because: 1) we got to pay breakfast price of $29.99 and still enjoy lunch foods, and 2) we got to eat some breakfast foods too. $1 off if you are a rewards card member, free to join. We were seated quickly but the waitress is kind of slow, probably manning too many tables from what I could see. 

Ok, now for the food: this was probably the best quality buffet I've been to in Vegas. You might be able to say wicked spoon or rio have more options, but they definitely don't taste as good. They have different types of clam dishes, fish, crab claws, didn't see crab legs?, ceviche, bbq, prime rib?, brisket, sausage, Mexican food (somewhat small selection), three different kind of fries, mashed potatoes, amazing Mac and cheese, sushi, dim sum, Chinese food, large assortment of cheeses and salami, they have soups, Italian, pizza, pasta, veggies, salad bar, fresh squeezed juices?, and a huge dessert bar.

Definitely give it a shot, way too much food to comprehend. At the 29.99 price point I was definitely satisfied.",2015-08-30 15:18:24
2371552,plTSLayOmVt3BjicJecY3A,7EZti8m5zz7PPe9oJqQ_KQ,RESDUcs7fIiihp38-d6_6g,4,1,0,0,So when I go to vegas the greedy  side of me always wants the go to a buffet- my travel partner is not a fan but we compromised and gave this place a shot. We didn't have breakfast in anticipation of the massive lunch we planned to have - it was not disappointing. There was too much food - as is common with buffets some things were not the best. I enjoyed the Asian food and the deserts the most and while I probably wouldn't return here it was a good experience as it's a lovely restaurant.,2017-08-16 04:29:09
2371571,3pZ02SGyItAGYRWGIJedBg,5Hym66RYRlDkFkvYpw04OQ,RESDUcs7fIiihp38-d6_6g,5,1,1,1,"I feel like those judges on Food Network, but I'm not judging, just eating.

This place is so classy, up scale, and heaven. I agree with Ryan C. this place deserves 6 stars and I'd probably want my last meal here before I cross over to the other side...heaven or hell. Anyway, the lines here can get pretty long and the wait for us was about 40 minutes, which was fine cause 1.) we're a patient group (as I think we are) and 2.) more time to play on the penny slots (we won $50 from just $2! Now, that's pretty awesome!) There are kiosks for you to punch in your reservation and they can send out a text letting you know when to come back to pay and then you wait another 10 minutes or so to be seated. 

The place is clean, very modern, and well, heaven! There is an assortment of foods, so much that you get so overwhelmed, as does your stomach from all the food you wanna try. Oh and the dessert bar...what!?!? If/when I get married, I'm gonna have a dessert bar! So many choices! Sugar rush! I tried the sushi, the soups (clam chowder, tomato, etc), the beef, the pastas, the beverages, the seafood, crab legs, shrimp cocktails, and so much more. The best part is that they come in such cute appetizer/bite sizes that it seems like you're at a food tasting from various parts of the world and you get to eat as much as you want. Places like these is the reason why I run, so I can eat more calories! This is must stop place and grab your daily caloric intake, or exceed the daily caloric intake! The staff is very attentive to your dining needs (aka moist towelette, please!) and you meet so many interesting people. It almost felt like I was at a celebrity's wedding, people come dressed nice and the silverware is presentable, as well as the glassware. Pretty impressive stuff and the ambiance is very mellow and community like. Oh and they take your picture before so you have a commemorative souvenir before leaving. My one friend told me it's so we can see how skinny we where before and then after! Oh the hilarity! 

This was one dinner where I wished my stomach expanded like those professional competitive eating athletes, so I can fit everything in my belly!",2013-12-28 21:14:38
2371630,OCLDKgX8vjhRL-uDcDkP2g,DKolrsBSwMTpTJL22dqJRQ,RESDUcs7fIiihp38-d6_6g,3,2,1,0,"I would recommend this buffet to those with an expensive palate. It is usually 50 dollars but because it was memorial day weekend it cost 70. Was it worth it? Yes and no. They use premium ingredients. The seafood bar had lobster claws, the burgers were made from kobe beef and the crab legs are sliced in half which means NO FIGHTING WITH YOUR FOOD. When you take all that into consideration you can easily eat your money's worth. The buffets is separated by different regions Italy, Mexico, etc.  They had some amazing Mexican soup with tripe and some other odd bist of the animal but it was flavourful. They have an actual pho station, fresh sushi, gourmet meats balls. Whatever you want it is hear. I still wouldn't say it was the best buffet I've ever been to because there was nothing that really stood out to me that I craved after I left. I just loved the fact that they offered things a usual buffet wouldn't offer. You can tell that every station but effort and into their food and it was not rushed. The wait times are absolutely ridiculous (3+ hours) and the customer service was POOR they man who took our payment was not that pleasant and our waitress was nowhere to be found. We had to practically beg her to take our plates because she NEVER did it without a reminder. If this buffet was usually 70 dollars I would not recommend it. For 50 sure but it's a onetime thing. I wouldn't come back. I saw that they had shaved ice cream unfortunately by the time I was ready for dessert they has already started closing the dessert station.

P.S THE WASTED FOOD AT THE END OF THE NIGHT GETS DONATED TO PIGS..not even people lmao",2014-06-11 18:35:57
2371640,gn1lJOK9PLg-bRuAADgBKQ,YC9spir57ky1YkpjrQXokA,RESDUcs7fIiihp38-d6_6g,4,1,0,0,"I would like to give them 4.5 stars. If the sushi had been better, they'd have gotten 5-stars. So skip the sushi, there's lots more to try! The buffet is HUGE! It has 9 stations plus a dessert island! I've never been in a Vegas buffet that comes even close to the size, variety & quality of the food here.  There's everything from Mexican to Thai, Chinese, Vietnamese, and more.  I tried weird cultural goods out of my comfort zone & they were all good. Plus the tried & true favorites, of course. I only photographed about 50% of what's available! Oh, and I wish they had snow crab in addition to the smaller crab claws. But it was great & highly recommended!",2015-03-04 21:53:49
2371786,qceQrF92XW8RQmC4gWZYtA,xkNhFddVkFGqBin3rZj6Tg,RESDUcs7fIiihp38-d6_6g,3,0,0,0,"It's the king of buffets.  Lots of options and better quality than most buffets, but at the end of the day it's buffet food.  For $60 a person, I could just go to a nice restaurant and eat better quality food.",2017-06-06 19:32:51
2371809,qVPP2odb_ZwhcsJ7p8L97Q,YPVEDPGqxIbcFElZd2iRzQ,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"This place is incredible!

They have seafood, American dishes, Latin dishes, Italian gourmet cheeses, lots of fresh vegetables, a sushi bar, many fancy Asian plates, and a great array of desserts.

My favorites were the galbi Korean short ribs and the grilled salmon. And the roasted pistachio ice cream.

The raw oysters alone make this place worth the admission price. Down a few of those and you're well on your way to eating $50+ worth of Las Vegas foods. Careful though, they have staff constantly shucking oysters, but they are the most popular item, so the bin is often empty and the line for oysters is long.

They also have cold crab legs in the seafood section and hot crab legs in the Italian section.

I went during Labor Day weekend, so getting in line for the buffet at around 2:30 is a good idea. They also requested that, because of the long weekend, we limit our experience to 2 hours, but that wasn't much of a problem. We were very full after about 90 minutes of eating.

Desserts were generally incredible. The only one that I tried and was underwhelmed by was the creme brulee.",2013-09-04 02:23:40
2372097,dV2EGi8XzjHu0kc8HcGOLw,bdWKnCMHMyPuKpfBAYJ0OQ,RESDUcs7fIiihp38-d6_6g,4,1,0,0,"On my most recent Vegas trip, this was a must stop.  I've heard so much about this place from friends and of all people... my mom!  My boyfriend and I were meeting friends at the buffet, and we heard that the wait for the buffet would be long.  So we decided to arrive a little early and claim a spot in line.  Once our friends arrived, they happened to be in Vegas the same weekend as us, they said we may be able to jump the line because they were Platinum Total Rewards cardholders!  Score!  Instead of waiting another 30 minutes, we were seat right away after paying.

As for the food, it was better than more buffets but the main draw was the seafood.  This is available only on the weekend I believe, but I could be wrong... it wouldn't be the first time.  Of course there is crab legs, you can get cold, steam, or boiled.  The food is out in small potions which can be nice because sometimes you don't want to touch the spoon after someone wipes the nose with his hand! ewwww gross!!  They have a lot of different craving stations with various cuts of meat and sausages.  The desserts were good they had French macarons (no double O), which were not so great.  I think the best thing was the black chicken soup.  I know it sounds scary but it tastes good and is good for you. As my mom says, ""It cleanses your system.""

Bacchanal was good, would I come back?  Maybe.  If I become a Platinum Total Rewards cardholder (I still have a long way to go) or go at an off time (whenever that is!) because the line was ridiculous!",2013-11-14 02:57:09
2372165,iIMa-_TVz8rAY4EgdWk4dg,bY4sy1chlaceqj_RzkwAWw,RESDUcs7fIiihp38-d6_6g,4,0,0,0,"Dishes were good and met our expectations, we are a pig eating family and we were satisfied witht he chinese dishes as well as the carving station.",2016-03-30 21:56:33
2372257,4MBobXH4o02dISRehHT75A,SIpBqzGhRM7T5cDFiuIryg,RESDUcs7fIiihp38-d6_6g,5,51,52,47,"I waited several years but finally checked out the Bacchanal Buffet.  My Babe and I arrived around 3.00 and waited a mere 5 minutes and were seated at a great table close to all the food.

The restaurant is decorated in a very trendy and modern look.  The chairs are super comfortable and the food is beautifully presented.

After an hour of eating, I was in pure heaven.  The Chinese Dim Sum, Duck, Sausage, Beef Brisket, Fried Chicken, etc were also so yummy.  The deserts were super awesome as well.

The quality, selection and presentation of the food is 2nd to none!

This is by far the best buffet in LV.  Bellagio, Wynn and Wicked Spoon are good, but Bacchanal is outfuckingstanding!!  NO BJ needed tonight......yup.  So satisfied!",2016-03-07 05:58:35
2372305,3GJ5jFAmxudG3G_YZI1ToA,yNroOOOmTiuKiIi_C0QaKA,RESDUcs7fIiihp38-d6_6g,3,0,0,0,"Best part of this buffet were the desserts, mainly the cookies and the oreo soufflé!  Watermelon juice was refreshing.  Everything else was overly salty, like the king crab legs, extremely peppery or bland.  Do NOT try their pad thai!  It was so peppery!  Chicken and waffles lacked flavor.  Sweet potato tater tots were decent.

If you're going to spend $50, just go to the buffet in the Wynn or Wicked Spoon.",2014-09-09 19:06:22
2372340,dnMrI3LPqbjM-eU3xInCcw,HKkNXbhv0L8fiMDFSg9L7A,RESDUcs7fIiihp38-d6_6g,5,1,0,2,"Hands down best buffet I've ever been to. It's a bit pricy for a buffet, but well worth it! Literally, they have everything you would ever want in a buffet- from Italian to Chinese, you name it, they have it. Not to mention their awesome dessert bar with custom made crepes and gourmet cakes and pastries! A must go for when visiting Vegas!",2016-01-17 13:34:51
2372381,caJXUDdTe_aMbad7cV1MyA,ZCvKYfu--BJnwDcee_DndQ,RESDUcs7fIiihp38-d6_6g,5,1,0,0,"This place is so worth every single penny. We have been here 3 different times and it is always so amazing. The service is outstanding and the staff are just so friendly. They have some many food options I usually don't even know where to start, if you make it before 10 am on the weekends they have fresh squeezed juice soooo good! I make sure to take small portions so I can try things out. I like the fact that you can order the crab legs warmed up, that is the only way I like them so it works for me! I also like the prime rib, so much flavor it's crazy good. The dessert is awesome with so many options they have something for everyone. If you go for brunch I highly recommend the bottomless mimosas, my table of 5 got them and drank for almost 2 hours and they didn't question anything. I recommend going in around 930 or 10, yes it's early but you beat the crowds for sure. It's pretty awesome when you can walk right up without having to wait in a long line.",2018-02-24 00:57:03
2372401,GEduC77Los1XbvUyAEiNqw,PweT8hEJbciB6CxTS1IDNA,RESDUcs7fIiihp38-d6_6g,2,0,1,0,"So I come here on my birthday thinking it's the best Buffet in town. (A little pricey for me  )but it's NOT! Well the food was good. The false advertisement took me by surprise. I called the Buffet around 6 pm to make sure they had snow, king and stone crab and the Buffet said they sure did. For $50 per person I thought that was great. So decided to try. Side note I've been going to the Bellagio Buffet for $29 mon - thurs & get a king and snow crab. They have it complete separated. Ok now back to Bacchanal Buffet. I ask the chef at the crab station where the stone crab was and he looked at me like I was crazy. He said we don't have stone crab and the king crab is mixed with the snow crab. It was like looking for a needle in a hay stack. Started out disappointed. Talked to the front person seating guests and they apologized for not having stone and assured me they have not had it or ever had it and that king was not really available. They said ""Michelle"" the manager on duty would come over to my table and explain. Well ""Michelle"" never came. The front lady came again to my table & apologized for Michelle not coming and said would have the main dinning restaurant serve me some king crab. So they did. And it was good. But the quality of the king crab was no where near as large or tasteful as the Bellagio Buffet for less money. I'm not coming back here for this price.., rather go elsewhere!",2014-03-14 05:30:28
2372554,OpgWKRpsi1b3WI-ymbATGg,eg7ZVmUQSSTwuLhkdU8y5w,RESDUcs7fIiihp38-d6_6g,4,0,0,1,"Second or third time here but I didn't think there is anything left to post about this (or any Vegas) buffet! It's one of the best ones if you like to eat till you literally can't get up, lots of choices of food, different flavors each with a lot of options, it doesn't matter from which part of the world you come from. And then there is dessert, if you really want to put a nail in your coffin. The wait is about 1-2 hours, the price is $57/person and the drinks are extra.",2014-01-17 02:08:52
2372694,dgg2xOM-h1PFq_O2jG4OUA,P0pwkCn3As_E4xBJSKERxA,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"Wow! This is an amazing restaurant. Beautiful decor to beautiful, low, light music. Easy to enjoy with just one other person or the whole family! Great customer services! I was at wow by this place. Some where I would definitely recommend",2016-01-30 02:15:28
2372728,9GLgJRtJyAA6GfQ-SDXhkA,JMU4hmWtKJ_fYnDgS_RFag,RESDUcs7fIiihp38-d6_6g,3,1,0,0,"I going to give this place 3 stars. I'm sure there's a lot to complain about but they have their plus side as well.

Negative
-The wait is forever. 
-They up charge you $25 to skip the line
-Staff isn't so friendly 
-No local discounts 
-2 hour time limit 
-Auto gratitude for parties of 7 or more people
-Sushi section is very small
-Pizza isn't so good 
-Website says dress code but no one follows it

Positive 
-The deserts are amazing!!! Macaroons & crepes are my favorite
-Love the fact that they give you an option of cold or stemmed crab legs 
-The shrimps are so yummy
-Mexican station has differ drink in their own bottles. Mango is my favorite   
-Very nice set up 


Very pricey so make sure you are very hungry before coming here. Plan ahead and leave early since its about a 30+ min wait.",2015-06-21 01:42:19
2372856,nK4OlgQ11QMZ_pMgeE9BzA,QPKF4JnGJrYKnC9gzwEc-w,RESDUcs7fIiihp38-d6_6g,1,0,0,0,"Be careful using the restroom here. While I was the floor drain overflowed with human excrement, all over my feet and sandals. I was offered a towel to wash my feet in the sink and asked to fill out incident reports with security. After calming complaining to a manger 30 min later I was offered a coupon to come back again!!!

Food was above average for a buffet. But we just spent $100 for a brunch I didn't finish and was sent off insulted and angry. 

A restaurant in Caesars Palace should've been able to do more than say ""I'm sorry, we cleaned up the bathroom quickly. And here's a coupon.""",2017-10-24 19:57:44
2372860,eZcou4Uk1CRiOXddC3fJMg,ydruFWh0iF7e7BdWkZbXCg,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"If you are like me, and enjoy buffet style dining, then you will be amazed by Bacchanal!  The wait will be long to get in - but the crowds know that this is worth waiting for.  Some of my personal favs from the buffet were the made to order Vietnamese Pho and Mexican street tacos.  The carving station had great selection, and there was no shortage of crab legs despite the large crowd.  Oh, and the desserts are incredible!  Enjoy!",2015-04-01 18:41:59
2372869,m-ugMsaEE69H2vrWLiHs8g,0hfZ0nfoVlE6TM7zD6vCkg,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"I really liked it. I went back twice. It was really hard for us to decide what to eat as a family so Bacchanal was the best choice since they literally had everything. I also recommend ppl not to get large portion of one kind of food. Just ask for little since you can try other items as well. I'm not big fan of buffets because of the waste of all the food. However, I think we can get smaller portions at first and go back for more if needed.",2018-04-04 00:36:08
2372875,W5RswgVnEle0W1ZNIljgHw,SC5EHnwH64t31PjyCttw5A,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"Super fresh seafood. It's worth the wait.

Bring your expandable pants.",2017-06-17 16:43:45
